10000001,0060818077,Everywhere That Mary Went,9780060818074,,,,ES,2004/11/2,HarperAudio,,false,9,307644,20123,38930,10235,609,1993/1/1,Everywhere That Mary Went,book,2539,3994,2978,601,123,3.80,,Audio,,6,2,"Kate Burton,Lisa Scottoline",,,,,,5931,27,627,"adult,adult-fiction,chick-lit,contemporary,crime,drama,fiction,murder-mystery,mystery,mystery-thriller,romance,suspense,thriller"
10000501,1841841900,Urological Cancer: A Practical Guide to Management,9781841841908,,,,ES,2002/5/23,CRC Press,lav,false,1,10000501,0,0,0,0,2002/5/23,,,0,0,0,0,0,0.00,240,Hardcover,,0,0,Leslie E.F. Moffat,,,,,,,0,,
10001501,1162670096,Lady Molly of Scotland Yard,9781162670096,,,,ES,,,,false,61,54522,1253,1842,531,72,1910/1/1,Lady Molly of Scotland Yard,book,86,170,198,61,16,3.47,,,,1,0,Emmuska Orczy,,,,,,441,12,150,"classic-literature,classics,cozy-mystery,crime,detective,feminism,fiction,historical-fiction,mystery,mystery-thriller,romance,short-stories"
10004001,0529124424,Lo Hizo Por Ti,9780529124425,,,,ES,2002/1/13,Grupo Nelson,,true,3,19167872,61,158,36,5,2002/1/15,Lo Hizo Por Ti,book,23,7,4,1,1,4.39,64,ebook,,0,0,Max Lucado,,,,,,12,0,9,"christianity,non-fiction,spirituality"
10005501,1101154330,Dark Watch,9781101154335,,,,ES,2005/11/3,Penguin Audio,,false,52,41695,12346,29374,7185,223,2005/10/31,Dark Watch,book,2599,2878,1486,187,35,4.09,,Audio,,6,3,"Clive Cussler,Tom Wopat",,,,,,2337,17,278,"action,adult,adult-fiction,adventure,american,crime,fiction,historical-fiction,mystery,mystery-thriller,novels,suspense,thriller"
10006501,1407306537,Annona y La Politica Agraria Durante El Alto Imperio Romano,9781407306537,,,,ES,2010/6/15,British Archaeological Reports,,false,1,10006501,0,0,0,0,2009/12/31,,,0,0,0,0,0,0.00,186,Paperback,,0,0,Gustavo Sanz Palomera,,,,,,,0,,
10007001,3898406040,Der Totenacker,9783898406048,,,,ES,,,ger,false,2,10007001,4,9,3,0,,,book,1,0,0,2,0,3.00,223,Paperback,,3,0,Dan Shocker,,,,,,1,1,,
10007501,2287990658,Reparations Tissulaires a la Jambe: de L'Os...a la Peau,9782287990656,,,,ES,2012/6/8,Springer,fre,false,1,10007501,0,0,0,0,2012/5/28,,,0,0,0,0,0,0.00,480,Paperback,,0,0,"Alain Fabre,Dominique Le Nen,Frédéric Dubrana",,,,,,,0,,
10008501,1609763459,The Skin I Am In,9781609763459,,,,ES,2010/9/10,Eloquent Books,,false,1,10008501,60,87,22,2,2010/9/10,,book,13,3,1,2,3,3.95,28,Paperback,,22,2,Alycia R. Wright,,,,,,25,1,4,young-adult
10010501,,The Hidden One - Book Two (Truth is the Soul of the Sun),2940011941436,,,,ES,,,,true,3,10022358,37,57,15,1,,,,4,7,1,3,0,3.80,,,,0,0,Maria Isabel Pita,,,,,,15,6,1,
